,att_name,att_cat,att_price,score
24,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,"cruises,_sailing_&_water_tours",149.89,0.3707985977547267
334,ultimate_day_tour_to_victoria,tours_&_sightseeing,363.56,0.3584467040240089
68,small_group_excursion_of_quebec_city_montmorency_falls,cultural_&_theme_tours,35.0,0.35557626388403374
205,butchart_gardens_tour_from_victoria,sightseeing_tickets_&_passes,73.5,0.3475177101809398
395,old_montreal_ghost_walking_tour,tours_&_sightseeing,25.0,0.33930770662291443
698,bird_kingdom_all_day_admission_ticket,recommended_experiences,20.28,0.3375639769210913
807,call_of_the_wild_atv_tour,recommended_experiences,156.45,0.33714887877177246
676,gastronomic_gastown_walking_tour,recommended_experiences,146.35,0.3368736137900844
686,evening_wildlife_safari,recommended_experiences,58.8,0.3361461638437203
608,niagara_falls_helicopter_tour,luxury_&_special_occasions,145.0,0.3336081341285516
351,3_hour_whale_watching_tour,tours_&_sightseeing,129.0,0.31915787704332477
347,summer_tour:_banff_and_its_wildlife,tours_&_sightseeing,74.55,0.3126277114069693
715,ultimate_day_tour_to_victoria,recommended_experiences,363.56,0.3115054744757281
454,ultimate_day_tour_to_victoria,walking_&_biking_tours,363.56,0.2942154424188662
101,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,day_trips_&_excursions,57.5,0.2910109323273272
308,vancouver_city_hop-on_hop-off_tour,tours_&_sightseeing,31.2,0.2881846500297618
579,kingston_discovery_sightseeing_cruise,family_friendly,39.55,0.2860354546491455
113,ultimate_day_tour_to_victoria,day_trips_&_excursions,363.56,0.2858269675811015
734,victoria_whale_watch_tour,recommended_experiences,114.45,0.28440691775027516
670,niagara_falls_platinum_tour_from_toronto_with_cruise_and_lunch,recommended_experiences,149.0,0.283538371952878
64,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,cultural_&_theme_tours,57.5,0.2766146098617104
323,evening_wildlife_safari,tours_&_sightseeing,58.8,0.27542851722698447
649,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,recommended_experiences,149.89,0.2629010563883526
797,ile_d'orleans_food_tour,recommended_experiences,51.75,0.2598639961542848
102,whistler_small-group_day_trip_from_vancouver,day_trips_&_excursions,145.0,0.25629722219464357
448,small-group_toronto_beer_tour,walking_&_biking_tours,80.0,0.2562655649179161
314,niagara_falls_in_one_day:_deluxe_sightseeing_tour_of_american_and_canadian_sides,tours_&_sightseeing,204.42,0.2560256370331564
671,niagara-on-the-lake_wine_tour_and_tastings_with_transport,recommended_experiences,40.0,0.25502636742695894
822,victoria_panorama_seaplane_tour,recommended_experiences,125.0,0.2533124731300972
104,niagara_on_the_lake_wine_tour_with_cheese_pairing,day_trips_&_excursions,83.62,0.2526848834025158
662,niagara_falls_in_one_day:_deluxe_sightseeing_tour_of_american_and_canadian_sides,recommended_experiences,204.41,0.24262331698011616
10,niagara_falls_helicopter_tour,"air,_helicopter_&_balloon_tours",145.0,0.23446914206680405
18,boldt_castle_and_thousand_islands_helicopter_tour,"air,_helicopter_&_balloon_tours",172.84,0.2291439912778737
234,ultimate_day_tour_to_victoria,outdoor_activities,363.56,0.22909534189021888
626,boldt_castle_and_thousand_islands_helicopter_tour,luxury_&_special_occasions,172.84,0.2273222638184608
257,top_of_gowlland_tod_hike_in_victoria,outdoor_activities,86.0,0.2266815421834962
551,quebec_city_historic_discoverers_cruise,family_friendly,44.83,0.22554754425827986
678,guided_tour_of_the_fairmont_le_château_frontenac_in_quebec_city,recommended_experiences,26.25,0.224358781950075
542,medieval_times_dinner_and_tournament_toronto,family_friendly,68.99,0.22378155525190865
242,1_hour_banff_horseback_riding_adventures,outdoor_activities,67.2,0.22248972190141245
784,6-hour_eagle_viewing_river_float_trip_from_vancouver_with_lunch,recommended_experiences,157.49,0.22198060795362975
743,ottawa_city_tour_by_land_and_water,recommended_experiences,36.45,0.21845443828453767
188,vancouver_craft_brewery_and_food_tour,"food,_wine_&_nightlife",94.99,0.2157788843085309
642,60_minute_private_vacation_photography_session_with_local_photographer_in_prague,private_&_custom_tours,477.13,0.21367316131362019
400,niagara_falls_american_side_highlights_tour,tours_&_sightseeing,149.89,0.2111314878549194
305,niagara_falls_canadian_side_tour_and_maid_of_the_mist_boat_ride,tours_&_sightseeing,149.89,0.21083946526065017
54,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,"cruises,_sailing_&_water_tours",98.29,0.20995582137742916
808,whistler_blackcomb_salmon_bake_dinner_and_atv_tour,recommended_experiences,183.75,0.20489623094632392
703,small-group_granville_island_market_tour,recommended_experiences,79.9,0.20405425561537677
164,kelowna_or_west_kelowna_afternoon_sightseeing_wine_tour,"food,_wine_&_nightlife",98.95,0.20371946413044031
150,small-group_toronto_beer_tour,"food,_wine_&_nightlife",80.0,0.19962577238704482
575,niagara_falls_american_side_highlights_tour,family_friendly,149.89,0.18939587222879234
289,call_of_the_wild_atv_tour,outdoor_activities,156.45,0.18888820134775508
781,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,recommended_experiences,86.23,0.18678594171303337
130,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,day_trips_&_excursions,439.0,0.18555529439254279
74,talking_trees_-_indigenous_walking_tour,cultural_&_theme_tours,40.0,0.18408567521901137
597,rockies_classic_4-day_summer_tour,multi-day_&_extended_tours,687.0,0.18365890626738895
5,niagara_falls_in_one_day:_deluxe_sightseeing_tour_of_american_and_canadian_sides,featured_tours_and_tickets,204.42,0.1825453818516232
548,ultimate_day_tour_to_victoria,family_friendly,363.56,0.1807008178609641
94,kingston_discovery_sightseeing_cruise,cultural_&_theme_tours,39.55,0.17971606911389237
98,vancouver_to_victoria_and_butchart_gardens_tour_by_bus,day_trips_&_excursions,210.0,0.17940575564862501
740,summer_tour:_banff_and_its_wildlife,recommended_experiences,74.55,0.17830474983687575
798,squamish_cheakamus_white-water_rafting_from_whistler,recommended_experiences,120.74,0.17637969879849108
499,ultimate_day_tour_to_victoria,water_sports,363.56,0.17125762357730936
261,whistler_sasquatch_zipline,outdoor_activities,135.45,0.17069805640844007
501,riverside_rafting_on_clearwater_river_in_wells_gray_park,water_sports,104.0,0.16992437421121973
138,small-group_quebec_city_food_tour,"food,_wine_&_nightlife",53.0,0.16961783075782477
310,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,tours_&_sightseeing,57.5,0.167254899153878
227,niagara_falls_helicopter_tour,outdoor_activities,145.0,0.1633492209690759
679,private_tour:_quebec_city_walking_tour,recommended_experiences,25.72,0.161215664824313
288,overnight_camping_and_river-rafting_trip_in_squamish,outdoor_activities,425.24,0.16085922733819527
672,niagara_on_the_lake_wine_tour_with_cheese_pairing,recommended_experiences,83.62,0.15950092272573835
383,small-group_capilano_suspension_bridge_and_vancouver_city_tour,tours_&_sightseeing,200.0,0.1590374998787824
121,3_hour_whale_watching_tour,day_trips_&_excursions,129.0,0.15868885495308993
211,butchart_gardens_tour_from_victoria,outdoor_activities,73.5,0.15864713228581312
327,niagara_falls_helicopter_tour,tours_&_sightseeing,145.0,0.15675548824258484
720,beyond_the_market_food_tour_in_montreal,recommended_experiences,104.0,0.15506848910219084
344,victoria_city_sightseeing_tour_with_craigdarroch_castle,tours_&_sightseeing,47.25,0.1545651474213898
479,old_montreal_ghost_walking_tour,walking_&_biking_tours,25.0,0.15411029278323476
81,animated_crime_walking_tour_in_old_quebec,cultural_&_theme_tours,20.0,0.15360464219564107
356,full-day_niagara_winery_tour_from_toronto,tours_&_sightseeing,99.0,0.1531105361420107
786,vancouver_craft_brewery_and_food_tour,recommended_experiences,94.99,0.15230934548495587
199,all_star_wineries_of_kelowna_tour,"food,_wine_&_nightlife",166.95,0.15067463947574886
6,whistler_small-group_day_trip_from_vancouver,featured_tours_and_tickets,145.0,0.14915175310097728
710,fine_dining_dinner_tour_in_whistler,recommended_experiences,131.24,0.14721743035875332
266,whistler_wilderness_adventure_snowmobile_tour,outdoor_activities,159.0,0.14677085531605008
151,gastown_walking_food_tour,"food,_wine_&_nightlife",93.45,0.14570619674795096
281,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,outdoor_activities,98.29,0.14481001622237913
37,3_hour_whale_watching_tour,"cruises,_sailing_&_water_tours",129.0,0.1445860522634906
667,niagara_falls_day_and_evening_tour_with_boat_cruise_and_optional_fallsview_dinner,recommended_experiences,169.0,0.1439987421364407
789,mountain_explorer_atv_tour,recommended_experiences,103.95,0.14301599564447823
212,whistler_small-group_day_trip_from_vancouver,outdoor_activities,145.0,0.14296420758665213
80,beyond_the_bagel:_montreal_jewish_food_walking_tour,cultural_&_theme_tours,85.0,0.1427989584059677
762,60-minute_deluxe_horse-drawn_carriage_tour,recommended_experiences,215.0,0.14274354464294373
652,small-group_quebec_city_food_tour,recommended_experiences,53.0,0.14121436288949527
369,pedicab_tour_from_victoria_cruise_ship_terminal,tours_&_sightseeing,90.0,0.13995130068223577
93,niagara_falls_american_side_highlights_tour,cultural_&_theme_tours,149.89,0.13869920578224146
546,toronto's_original_brunch_food_tour,family_friendly,99.0,0.13798672765336106
749,flavors_of_old_montreal_walking_tour,recommended_experiences,68.0,0.1376685675126655
31,ultimate_day_tour_to_victoria,"cruises,_sailing_&_water_tours",363.56,0.13741227885867965
629,lift_your_spirits!_distillery_and_cocktail_experience,luxury_&_special_occasions,105.0,0.1372044772473398
663,whistler_small-group_day_trip_from_vancouver,recommended_experiences,145.0,0.1369376361677781
345,vancouver_biking_and_hiking_tour_including_lunch,tours_&_sightseeing,135.5,0.13641252221745562
557,rockies_classic_4-day_summer_tour,family_friendly,687.0,0.13551897528869417
602,niagara_falls_small-group_day_tour_from_toronto,luxury_&_special_occasions,100.57,0.13530918946057935
77,6-hour_niagara_falls_canadian_side_evening_illuminations_tour,cultural_&_theme_tours,149.89,0.13343865026850277
605,niagara_on_the_lake_wine_tour_with_cheese_pairing,luxury_&_special_occasions,83.62,0.13281587677618428
407,kingston_discovery_sightseeing_cruise,tours_&_sightseeing,39.55,0.13192977967949604
114,small-group_quebec_wine_tour_from_montreal_with_gourmet_lunch_or_cheese_tasting,day_trips_&_excursions,97.73,0.13108495429172667
586,skagway_shore_excursion:_full-day_tour_of_the_yukon,shore_excursions,157.45,0.13035717965534488
610,ultimate_day_tour_to_victoria,luxury_&_special_occasions,363.56,0.12980235656840114
533,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,family_friendly,57.5,0.1267685793111792
247,vancouver_biking_and_hiking_tour_including_lunch,outdoor_activities,135.5,0.12661285437101455
399,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,tours_&_sightseeing,98.29,0.12561376514816025
157,the_fraser_valley_winery_tour,"food,_wine_&_nightlife",149.96,0.12146004182815545
213,banff_national_park_tour_with_lake_louise_and_moraine_lake,outdoor_activities,88.2,0.12092552990565344
644,walking_tour_of_old_montreal,recommended_experiences,29.5,0.12022146665973224
250,3_hour_whale_watching_tour,outdoor_activities,129.0,0.11855081926939726
301,montreal_city_guided_sightseeing_tour,tours_&_sightseeing,55.0,0.11804465458927549
336,full-day_niagara_falls_tour_from_toronto,tours_&_sightseeing,113.0,0.11741483712740594
526,athabasca_river_mile_5_morning_rafting_trip,water_sports,72.45,0.1172543681053157
445,private_tour:_quebec_city_walking_tour,walking_&_biking_tours,25.72,0.1151847217790404
455,montmorency_falls_bike_tour_in_quebec,walking_&_biking_tours,77.0,0.11460159654555219
216,whale-watching_cruise_with_expert_naturalists,outdoor_activities,94.5,0.1137963202057744
638,120_minute_private_vacation_photography_session_with_local_photographer_in_santorini,private_&_custom_tours,886.09,0.11351509355459433
409,call_of_the_wild_atv_tour,tours_&_sightseeing,156.45,0.112982890538885
62,quebec_city_walking_tour,cultural_&_theme_tours,30.99,0.11276276874520613
223,jasper_evening_wildlife_tour,outdoor_activities,73.9,0.11239065594656636
816,athabasca_river_mile_5_morning_rafting_trip,recommended_experiences,72.45,0.11175916993877241
648,quebec_city_walking_tour,recommended_experiences,30.99,0.11085273462014097
280,2_hour_ziplines_and_tree_course_adventure_from_mont-tremblant,outdoor_activities,42.4,0.10986702082218325
506,newfoundland_puffin_and_whale_watch_cruise,water_sports,72.0,0.10912124392815237
609,whistler_sightseeing_tours_-_discover_all_of_whistler_this_winter!,luxury_&_special_occasions,83.99,0.10776360673406521
661,victoria_guided_food_and_history_tour,recommended_experiences,63.0,0.10770160897901526
35,victoria_whale_watch_tour,"cruises,_sailing_&_water_tours",114.45,0.10729374420175783
161,small-group_quebec_wine_tour_from_montreal_with_gourmet_lunch_or_cheese_tasting,"food,_wine_&_nightlife",97.73,0.10696611393554548
460,talking_trees_-_indigenous_walking_tour,walking_&_biking_tours,40.0,0.10545469994139994
792,old_montreal_ghost_walking_tour,recommended_experiences,25.0,0.10505410461287254
1,vancouver_to_victoria_and_butchart_gardens_tour_by_bus,featured_tours_and_tickets,210.0,0.10421250808694604
16,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,"air,_helicopter_&_balloon_tours",439.0,0.10402548663674016
447,lost_souls_of_gastown_walking_tour,walking_&_biking_tours,30.45,0.1028271640113469
274,mountain_explorer_atv_tour,outdoor_activities,103.95,0.10178584704785487
643,whistler_exotic_car_driving_experience,recommended_experiences,887.25,0.10176506688672088
646,montreal_city_guided_sightseeing_tour,recommended_experiences,55.0,0.10168066552044838
86,ottawa_river_historic_sightseeing_cruise,cultural_&_theme_tours,28.0,0.10156938703604249
43,lady_muskoka_boat_cruise,"cruises,_sailing_&_water_tours",42.94,0.10120400253610323
253,covered_wagon_or_horseback_ride_in_banff_with_western_cookout,outdoor_activities,103.95,0.10075145680474085
111,athabasca_glacier_snow_trip_from_banff,day_trips_&_excursions,273.0,0.10056097199434594
451,toronto's_original_brunch_food_tour,walking_&_biking_tours,99.0,0.09994980617016089
732,wild_current_canoe_adventure_at_pyramid_lake,recommended_experiences,120.0,0.0994453821893008
824,victoria_and_butchart_gardens_with_victoria_clipper_to_seattle_one-way_from_vancouver,recommended_experiences,373.0,0.09944461556009229
410,granville_island_night_photography_tour,tours_&_sightseeing,103.95,0.09928760989819108
342,lynn_canyon_park_and_photography_tour,tours_&_sightseeing,99.0,0.09920333480025878
331,toronto's_original_brunch_food_tour,tours_&_sightseeing,99.0,0.09889740465023064
666,st._lawrence_market_and_old_toronto_food_tour,recommended_experiences,89.0,0.09861148803212796
516,squamish_elaho_white-water_rafting_from_vancouver,water_sports,215.24,0.09825783746866237
335,small-group_quebec_wine_tour_from_montreal_with_gourmet_lunch_or_cheese_tasting,tours_&_sightseeing,97.73,0.09798677541887033
601,5-night_churchill_tour_and_polar_bear_adventure_from_winnipeg,multi-day_&_extended_tours,-1.0,0.09750282494746082
34,full-day_whale_watching_cruise_from_quebec,"cruises,_sailing_&_water_tours",159.8,0.09698562982590381
780,maligne_lake_cruise,recommended_experiences,82.95,0.09668778084964999
433,private_arrival_transfer:_calgary_international_airport_to_banff,transfers_&_ground_transport,528.26,0.09638993187339617
489,lift_your_spirits!_distillery_and_cocktail_experience,walking_&_biking_tours,105.0,0.09577576266654722
549,"whistler_sightseeing_tour_from_vancouver,_includes_cypress_and_shannon_falls",family_friendly,144.95,0.09540864648651344
632,private_tour:_quebec_city_walking_tour,private_&_custom_tours,25.72,0.09513590687162986
32,quebec_city_historic_discoverers_cruise,"cruises,_sailing_&_water_tours",44.83,0.09458568355993714
272,victoria_marine_wildlife_tour,outdoor_activities,112.35,0.09444352344717938
362,30-minute_heritage_horse-drawn_carriage_tour,tours_&_sightseeing,115.0,0.09423648846504801
338,"whistler_sightseeing_tour_from_vancouver,_includes_cypress_and_shannon_falls",tours_&_sightseeing,144.95,0.09388592245675072
243,whistler_wilderness_snowmobile_run,outdoor_activities,208.96,0.09314746010728567
818,30-minute_victoria_carriage_tour_including_james_bay,recommended_experiences,115.0,0.09295427856591029
72,quebec_city_historic_discoverers_cruise,cultural_&_theme_tours,44.83,0.0927342740214045
815,squamish_via_ferrata_tour,recommended_experiences,114.45,0.09254329315681586
491,beyond_the_bike_lanes_bike_tour,walking_&_biking_tours,85.0,0.09238397858812197
543,niagara-on-the-lake_wine-tasting_tour_with_gourmet_lunch_or_dinner,family_friendly,157.07,0.09227816571901436
539,whale-watching_cruise_with_expert_naturalists,family_friendly,94.5,0.09206119161467394
284,5-hour_exotic_car_experience_including_lunch,outdoor_activities,800.0,0.09199839115374688
791,interactive_pirate_cruise_from_granville_island,recommended_experiences,34.5,0.09146618813803753
63,niagara_falls_small-group_day_tour_from_toronto,cultural_&_theme_tours,100.57,0.09118664807111618
267,half-day_yukon_snowshoeing_adventure,outdoor_activities,135.45,0.09056225112870908
329,5.5-hour_jasper_wildlife_and_waterfalls_tour_with_maligne_lake_cruise_from_jasper,tours_&_sightseeing,144.59,0.09044911469586848
562,quebec_city_dinner_cruise,family_friendly,142.56,0.09018705377490098
439,small-group_quebec_city_food_tour,walking_&_biking_tours,53.0,0.09001273131205476
568,vancouver_full-day_sightseeing_and_photography_tour,family_friendly,249.0,0.08971950014938627
478,electric_bike_tour_of_quebec_city,walking_&_biking_tours,85.0,0.08943088680030312
406,canyon_sainte-anne_walking_tour,tours_&_sightseeing,13.5,0.08925771879085322
55,vancouver_to_victoria_whale_watching_with_return_to_vancouver_by_seaplane,"cruises,_sailing_&_water_tours",569.0,0.08907762406102533
370,montreal_food_truck_tour_by_bike,tours_&_sightseeing,159.83,0.08886982244968546
813,whale-watching_cruise_from_victoria_to_vancouver,recommended_experiences,232.32,0.08798551114809466
653,vancouver_city_hop-on_hop-off_tour,recommended_experiences,31.2,0.08739563957757165
771,half-day_yukon_snowshoeing_adventure,recommended_experiences,135.45,0.08680335087025007
142,niagara-on-the-lake_wine_tour_and_tastings_with_transport,"food,_wine_&_nightlife",40.0,0.08659862479491136
721,winter_wildlife_discovery_tour,recommended_experiences,72.45,0.08636465857964366
303,quebec_city_walking_tour,tours_&_sightseeing,30.99,0.08628600242285134
574,full-day_mont-tremblant_rouge_river_rafting_tour_with_lunch,family_friendly,98.29,0.08606911851018251
523,brentwood_bay_kayak_tour_and_butchart_gardens_visit,water_sports,100.8,0.08602294037432921
25,whale-watching_cruise_with_expert_naturalists,"cruises,_sailing_&_water_tours",94.5,0.08554915450430772
419,30-minute_victoria_carriage_tour_including_james_bay,tours_&_sightseeing,115.0,0.08470455459571735
304,niagara_falls_small-group_day_tour_from_toronto,tours_&_sightseeing,100.57,0.08462110024199652
366,gems_of_montreal_small_group_city_tour,tours_&_sightseeing,171.32,0.08437207201757355
436,walking_tour_of_old_montreal,walking_&_biking_tours,29.5,0.08401871006745702
457,vancouver_biking_and_hiking_tour_including_lunch,walking_&_biking_tours,135.5,0.08386246201559713
778,vancouver_to_victoria_by_seaplane_and_ferry,recommended_experiences,289.0,0.08359397042844537
680,whale-watching_cruise_with_expert_naturalists,recommended_experiences,94.5,0.08352886106072563
427,vancouver_aquabus_ferry_ticket,transfers_&_ground_transport,16.0,0.0833723153763495
403,vancouver_to_victoria_whale_watching_with_return_to_vancouver_by_seaplane,tours_&_sightseeing,569.0,0.08263115629590395
379,vancouver_to_victoria_by_seaplane_and_ferry,tours_&_sightseeing,289.0,0.0825157109562707
392,jewish_neighborhood_food_tour,tours_&_sightseeing,95.44,0.0824880040747587
184,calgary_food_walking_tour_-_calgary_farmers_market,"food,_wine_&_nightlife",69.29,0.08213935914906625
385,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,tours_&_sightseeing,86.23,0.08212596568583537
553,lynn_canyon_park_and_photography_tour,family_friendly,99.0,0.08208279093264596
117,jasper_to_banff_one-way_tour,day_trips_&_excursions,257.25,0.08193040308433006
722,peggy's_cove_day_trip_from_halifax,recommended_experiences,57.49,0.08177070069144832
204,"best_of_niagara_falls_tour_from_niagara_falls,_ontario",sightseeing_tickets_&_passes,158.0,0.08174684499431316
518,overnight_camping_and_river-rafting_trip_in_squamish,water_sports,425.24,0.08171221139242318
622,best_of_toronto_private_food_tour_with_sightseeing_and_black_car,luxury_&_special_occasions,225.0,0.08124812112709746
173,flavors_of_old_montreal_walking_tour,"food,_wine_&_nightlife",68.0,0.08108880655840357
207,ultimate_day_tour_to_victoria,sightseeing_tickets_&_passes,363.56,0.08108472989484777
530,quebec_city_walking_tour,family_friendly,30.99,0.08095571070864044
594,quebec_shore_excursion:_small-group_food_walking_tour,shore_excursions,53.0,0.0806616588017605
564,niagara_falls_canada_underground_railroad_heritage_tour,family_friendly,124.05,0.08061317175911453
123,fraser_valley_wine_tour_from_vancouver,day_trips_&_excursions,187.0,0.08053928674174923
633,private_winery_tour_of_niagara-on-the-lake,private_&_custom_tours,165.0,0.08053236002137125
49,ottawa_river_historic_sightseeing_cruise,"cruises,_sailing_&_water_tours",28.0,0.08005557076868587
503,victoria_whale_watch_tour,water_sports,114.45,0.08003440278336404
532,greg_frewin_wild_magic_show,family_friendly,32.77,0.07978658312734037
158,kensington_market_-toronto's_neighborhood_international_food_tour,"food,_wine_&_nightlife",89.0,0.07972193373714574
437,walking_tour_of_old_montreal,walking_&_biking_tours,29.5,0.07962355266177702
214,arctic_day:_evening_aurora_viewing,outdoor_activities,135.45,0.07952336775297653
656,half-day_trip_to_montmorency_falls_and_ste-anne-de-beaupré_from_quebec,recommended_experiences,57.5,0.07947764959464833
230,athabasca_glacier_snow_trip_from_banff,outdoor_activities,273.0,0.07946102726957456
752,top_of_gowlland_tod_hike_in_victoria,recommended_experiences,86.0,0.07938598779881295
371,45-minute_beacon_hill_park_carriage_tour,tours_&_sightseeing,165.0,0.07899001028387086
291,nanaimo_classic_adventure_course,outdoor_activities,41.99,0.07861365847666642
675,vancouver_highlights_bike_tour,recommended_experiences,94.45,0.0783753810994968
340,stanley_park_horse-drawn_tours,tours_&_sightseeing,42.0,0.07835801018354886
458,bike_tour_of_downtown_vancouver_and_stanley_park,walking_&_biking_tours,68.25,0.07810569898228006
760,whistler_sasquatch_zipline,recommended_experiences,135.45,0.07722081045399111
788,rzr_off-roading_tours_from_whistler,recommended_experiences,198.45,0.07700204153538608
725,niagara-on-the-lake_winery_tasting_afternoon_tour_with_wine_and_cheese,recommended_experiences,95.0,0.07688890510254548
226,bird_kingdom_all_day_admission_ticket,outdoor_activities,20.28,0.07673446088411735
194,whistler_blackcomb_salmon_bake_dinner_and_atv_tour,"food,_wine_&_nightlife",183.75,0.07655334698840052
237,jasper_to_banff_one-way_tour,outdoor_activities,257.25,0.07627589034909285
